"X","Y"
180.9,218.3
172.3,207.5
192.5,216.2
181.3,219.7
184.5,224.5
187.8,227.9
183.6,220.7
203.2,226
186.9,215.4
188.9,219.1
191.9,226.5
199.4,237.5
198.2,212.7
187.2,216.3
202.7,228
189.5,227.6
183.9,204.6
211,230.7
183.8,222.6
198.6,225.4
186.1,213.1
182.6,217.8
160.5,208.4
190.2,225.6
187.9,217.1
184.3,214.2
181.7,210.4
181.9,222.2
202.5,223.5
179.3,221.3
186.5,216.9
183.9,221.8
204,222.9
195.2,221.2
174.4,214.1
180.8,206.2
195.3,215
202.1,229.3
192.6,224.4
184.2,204.6
190,227.1
186.9,221.2
184.7,211.8
206.1,228.7
190.6,211.5
201.3,230
182.3,229.6
175.4,216.6
181.9,215.7
185.7,220.6
187.9,221.8
185.7,213.7
203,230.5
188.1,221.7
185,219.4
185.7,223
183.3,211.1
191.4,232
183.3,222.1
192.1,219
194.5,219.3
170.3,212.5
186.1,217.4
193.9,214.9
179.3,215.4
179.1,214.9
197.5,226.2
192.1,222.8
174.6,216.4
196,221.5
197.4,226.2
194.2,224
190.7,222.2
