"X","Y"
162.7,177
160.2,180.3
178.5,184.2
175,184.9
170.5,173.7
186.4,192.2
167.6,176.9
169.2,176.4
174.3,182.5
165.9,179
197.5,194.9
167.8,171.7
159,173.6
154.4,178.9
165.6,175.7
170.1,190.1
179.7,183.9
171.8,185.3
173.1,186
151.1,164.3
167.3,180.7
183.2,194.4
165.4,178.5
154.7,174.5
186.2,190.4
192.2,198.9
166.1,180.9
178.9,176.4
151.4,168.1
157.4,170.8
170.8,186.9
188.8,192.5
180,184.8
174,182.4
166.3,179.1
166.6,179.3
159.9,174.4
166.4,180.4
176.7,187
165,175.4
166.2,175.8
185.3,193.2
162.9,180.6
189.7,198.3
164.5,177.5
174.1,191.1
176.2,185.2
176.5,179.5
160.2,172.4
163.7,178.3
163.5,177.8
174.1,182.1
173.7,181.6
173.8,178.9
162.4,176.7
167.5,173.9
177.8,185.8
155.8,172.6
175.8,184.2
169.7,178.8
162.1,178
172.9,189.3
177.9,185.7
159.8,176.7
174.2,184.9
167.9,177.1
168.8,174
185.3,189.3
170.6,176.3
152.5,169.4
173.9,178.9
179.7,181.3
