"X","Y"
147.2,145.8
159.1,155.1
137.2,147.2
164,160.1
148.2,153.2
150.6,146.6
157.7,158.9
146.6,152.6
165.1,164.2
160.4,158.5
143.2,140.4
145.1,151.4
164,160.9
147.6,148.8
144.5,145.9
135.2,136.7
157.8,159.5
162.8,156.9
158.1,157.1
127.7,138.2
166.5,159.7
136,143.6
151,160.1
163.6,162.4
153,158.5
150.5,152
149.6,141.4
160.3,157
139.3,143.4
171.8,167.2
140.1,144.5
137.6,142
150.6,150.9
179,173.9
151.8,157.6
168.3,162.6
155.6,155.4
143.4,148.6
153.3,156
146.5,148.2
156.6,151.3
142.3,146.1
154.5,162.1
171.9,164.9
148.3,145.3
171.6,162
150.9,154.7
161.6,158.2
151.6,155.3
139.2,145.9
158.9,157.8
163.9,158.6
154.4,162.2
139.1,149.8
156.1,155.7
151.7,153.7
149.5,155.9
147.2,150.3
162.5,159.1
152,152.7
152.1,151.7
163.4,161.8
154.2,154.2
172.1,174.1
150.4,155.5
153.8,151.9
150.4,155.5
154.2,156.1
174.9,168
160,149.9
168.3,164.8
154.1,162.5
144.9,152
